SNname,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Redshift,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm,Hubble_dm_err,Hubble_dm_ref,UVM2_DatPoints,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end
SN2012ap,NGC 1729,PSNJ05001372-0320512,Ic,0.012115,,10,,'05:00:13.72,-03:20:51.2,0.137,0.0137,S_F_2011,5h00m15.6916s,-3d21m09.266s,202.64925,-26.164629,0.012115,SA(s)c,3632,4,3581,8,'2012-02-10,,done,5,,,5-Feb-12,Chakraborti_etal_2015,https://ui.adsabs.harvard.edu/abs/2015ApJ...805..187C/abstract,,,33.51406672,0.443170872,HF,Chakraborti_etal_2015,33.51406672,0.443170872,,0,,,ref,,,ref,,,,end
SN2012au,NGC 4790,PSNJ12545218-1014502,Ib,0.004483,,14,,'12:54:52.18,-10:14:50.2,0.129,0.0129,S_F_2011,12h54m51.9432s,-10d14m52.2817s,304.32081,52.614677,0.004483,SB(rs)c:?,1344,5,1565,32,'2012-03-14,,fillin,5,,Milisavljevic  D. et al. 2013  ApJL  770  38,55989.5,Milisavljevic_etal_2013,https://ui.adsabs.harvard.edu/abs/2013ApJ...770L..38M/abstract,Arnett modeling,,31.35533386,0.821289313,HF,Milisavljevic_etal_2013,31.35533386,0.821289313,,,,,ref,,,ref,,,,end
SN2012aw,NGC 3351,PSNJ10435372+1140177,IIP,0.002595,,48,,'10:43:53.735,+11:40:17.63,0.074,0.0074,S_F_2011,10h43m57.733s,11d42m13s,233.951444,56.367998,0.002595,SB(r)b;HII     Sbrst,778,4,658,11,'2012-03-16,,done,10,,Bayless  A. J.  et al. 2013  ApJL  764  13,56002,Fraser_etal_2012,https://iopscience.iop.org/article/10.1088/2041-8205/759/1/L13,tight upper limit discover constraint,,30.1,0.07,Cepheid,Cepheid_Saha_etal_2006,30.1682355,1.331668555,,24,30.1,0.07,Cepheid_Saha_etal_2006,,,ref,,,,end
SN2012bl,ESO 234-G19,,Ia,0.018706,,11,,'20:23:55.28,-48:21:17.3,0.097,0.0097,S_F_2011,20h23m51.006s,-48d21m31.36s,351.144027,-34.946289,0.018706,Scd,5608,10,5919,29,'2012-03-26,,done,3,,,,,,,,34.45737754,0.390435149,HF,,34.45737754,0.390435149,,7,,,ref,,,ref,,,,end
SN2012br,WISEA J122417.03+185528.7,,SNII,0.0224,PTF12bro,,,12 24 17.0283,+18 55 29.3448,,,,12h24m17.03066832s,18d55m28.70679s,264.251331,79.693749,0.019000,Extended Src [SDSS],5696.0,0.0,6284.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2012bw,UGC 10282,,SNIc,0.03093,PTF12dcp,,,16 12 56.1153,+32 30 43.263,,,,16h12m57.59952282s,32d30m44.86198126s,52.676423,46.358382,0.030911,SA(s)c,9267.0,3.0,9794.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2012ca,ESO 336-G9,,IIn-IaCSM?,0.01946,,12,,'18:41:07.25,-41:47:38.4,0.183,0.0183,S_F_2011,18h41m07.925s,-41d47m42.19s,353.685628,-15.906678,0.01946,SB(s)b,5834,37,6291,49,'2012-04-25,,done,3,,,,,,,,34.54316964,0.388522685,HF,,34.54316964,0.388522685,,11,,,ref,,,ref,,,,end
SN2012cc,NGC 4419,PSNJ12265681+1502455,II-87K,-0.00087,,4,32460,'12:26:56.81,+15:02:45.5,0.089,0.0089,S_F_2011,12h26m56.433s,15d02m50.72s,276.4471662,76.6425863,-0.000871,SB(s)a;LINER   HII,-261,5,-314,9,'2012-04-29,,fillin,4,,,,,,,,30.65,0.25,SBF,2001ApJ...546..681T,,,,,,,ref,30.65,0.25,2001ApJ...546..681T,,,,end
SN2012cg,NGC 4424,,Ia,0.001458,,,,186.803458,9.420333,,,,12h27m11.57412356s,9d25m14.3304537s,283.880973,71.390068,0.001458,SB(s)a:        HII,437.0,2.0,227.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2012cg,NGC 4424,PSNJ12271283+0925132,Ia-99aa,0.001458,,40,,'12:27:12.83,+09:25:13.2,0.055,0.0055,S_F_2011,12h27m11.5747s,9d25m14.3198s,283.880973,71.390068,0.001458,SB(s)a:        HII,437,2,227,10,'2012-05-17,,done,18,,,,,,,,31.08,0.2958,Cepheid,Cepheids_Riess_etal_2016,28.9157447,2.314635804,,24,31.08,0.2958,Cepheids_Riess_etal_2016,,,ref,,,,end
SN2012ck,A191927+4414,PSNJ19192793+4414509,II,0.042,,1,32471,'19:19:27.93,+44:14:50.9,0.255,0.0255,S_F_2011,,,,,,,,,,,'2012-05-19,,,3,,,,,,,,,,,,,,,,,,ref,,,ref,,,,end
SN2012cp,UGC 08713,,Ia,0.0166,,,,206.757081,33.893156,,,,13h47m01.2959496s,33d53m37.0167s,65.815066,76.268144,0.016541,SB(s)d: sp,4959.0,2.0,5546.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2012cp,UGC 8713,,Ia,0.016531,PTF12ena,15,32469,'13:47:01.68,+33:53:36.0,0.05,0,"Brown_walker_2020,S_F_2011",13h47m01.2595s,33d53m36.9528s,65.815066,76.268144,0.016531,SB(s)d: sp,4956,10,5543,27,'2012-05-23,,done,4,,,,,,,,34.18899401,0.401719377,HF,,34.18899401,0.401719377,,0,,,ref,,,ref,,,,end
SN2012cu,NGC 4772,PSNJ12532935+0209390,Ia,0.003469,,3,32505,'12:53:29.35,+02:09:39.0,0.072,0.0072,S_F_2011,12h53m29.1637s,2d10m06.133s,304.1442621,65.0352999,0.003469,SA(s)a;LINER   Sy3,1040,5,969,10,'2012-06-14,,fillin,2,,,,,,,,30.79850421,1.022593434,HF,,30.79850421,1.022593434,,,,,ref,,,ref,,,,end
SN2012cw,NGC 3166,PSNJ10134795+0326026,Ic,0.004486,,1,,'10:13:47.95,+03:26:02.6,0.083,0.0083,S_F_2011,10h13m45.674s,3d25m28.81s,238.146349,45.524691,0.004486,SAB(rs)0/a;HII LINER,1345,5,1602,28,'2012-06-14,,no,7,,,x,,,,,31.35694894,0.820787865,HF,,31.35694894,0.820787865,,0,,,ref,,,ref,,,,end
SN2012da,PGC 83768,,Ia,0.018012,,5,,'13:02:33.66,+27:26:11.3,0.025,0,"Brown_walker_2020,S_F_2011",13h02m35.193s,27d26m21.38s,40.728896,87.503575,0.018012,S0/a,5400,41,5990,50,'2012-06-18,,done,2,all,,,,,,,34.37530632,0.395345432,HF,,34.37530632,0.395345432,,3,,,ref,,,ref,,,,end
SN2012dh,ESO 443-G80,,IIb,0.009355,,11,,'13:11:09.04,-28:00:33.1,0.193,0.0193,S_F_2011,13h11m09s,-28d00m28s,308.224893,34.65868,0.007055,SB(s)m,2115,2,1908,29,'2012-06-26,,fillin,1,,,,,,,,32.33988938,0.586632752,HF,,32.33988938,0.586632752,,,,,ref,,,ref,,,,end
SN2012dn,ESO 462-G16,PSNJ20233626-2816434,Ia-SC,0.010187,,11,,'20:23:36.26,-28:16:43.4,0.163,0.0163,S_F_2011,20h23m38.9685s,-28d16m40.5872s,14.862161,-31.529123,0.010187,SA(s)cd        HII,3054,6,3326,18,'2012-07-08,,done,4,,grism,56114,Brown_etal_2013,Brown et al. 2013 peak -20,,,33.13768268,0.477363952,HF,Brown_etal_2013,33.13768268,0.477363952,,8,,,ref,,,ref,,,,end
SN2012fg,NGC 2857,,SNII,0.01626,PTF12jxe,,,09 24 38.1073,+49 21 34.4646,,,,9h24m37.73306553s,49d21m25.4577911s,169.071136,44.850053,0.016264,SA(s)c,4876.0,3.0,5175.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2012fh,NGC 3344,,Ib/c,0.0001935,,2,36581,'10:43:34.05,+24:53:29.0,0.088,0.0088,S_F_2011,10h43m31.15s,24d55m19.99s,210.039871,61.254969,0.001935,(R)SAB(r)bc    HII,580,1,507,6,'2012-10-18,,done,5,w1 m2,,,,,,,29.53047749,1.758774913,HF,,29.53047749,1.758774913,,0,,,ref,,,ref,,,,end
SN2012fr,NGC 1365,PSNJ03333599-3607377,Ia,0.005457,,71,32614,'03:33:35.99,-36:07:37.7,0.03,0,"Brown_walker_2020,S_F_2011",3h33m36.458s,-36d08m26.37s,237.956197,-54.598032,0.005457,(R')SBb(s)b;HIISy1.8,1636,1,1566,12,'2012-10-27,,done,3,all,,,,,,,31.306,0.0576,Cepheid,Cepheids_Riess_etal_2016,31.78225401,0.702990354,,24,31.306,0.0576,Cepheids_Riess_etal_2016,,,ref,,,,end
SN2012G,A123936+1635,,Ia,0.026635,,12,,'12:39:35.10,+16:35:11.9,0.064,0.0064,S_F_2011,,,,,,,7985,71,8580,78,'2012-01-14,,done,5,,broad_earlypeak,,,,,,35.22471212,0.371784314,HF,,35.22471212,0.371784314,,0,,,ref,,,ref,,,,end
SN2012hj,MCG +08-20-89,PSNJ11071919+4622462,Ia,0.024597,,6,32636,'11:07:19.19,+46:22:46.2,0.03,0.003,S_F_2011,11h07m19.681s,46d22m59.934s,162.859278,61.859866,0.024597,E0,7374,51,7763,54,'2012-12-04,,done,5,all,,,,,,,35.05185318,0.374365627,HF,,35.05185318,0.374365627,,2,,,ref,,,ref,,,,end
SN2012hr,ESO 121-G26,PSNJ06213846-5942506,Ia,0.007562,,12,32653,'06:21:38.46,-59:42:50.6,0.121,0.0121,S_F_2011,6h21m38.7258s,-59d44m23.7787s,268.865191,-26.871361,0.007562,SB(rs)c,2267,4,2221,21,'2012-12-16,,done,12,all,,,,,,SN2008M_SN2009mg_SN2012hr,32.49059512,0.561445054,HF,,32.49059512,0.561445054,,12,,,ref,,,ref,,,,end
SN2012hs,ESO 213-G2,PSNJ09491471-4754456,II,0.006424,,1,32650,'09:49:14.71,-47:54:45.6,0.944,0.0944,S_F_2011,9h49m16.527s,-47d55m12.85s,274.25697,4.549063,0.006424,SA(r)0+ pec,1926,5,1790,23,'2012-12-15,,skip,7,all,,,,,,,32.13661893,0.62474924,HF,,32.13661893,0.62474924,,,,,ref,,,ref,,,,end
SN2012ht,NGC 3447,PSNJ10532275+1646349,Ia,0.003559,,34,32662,'10:53:22.75,+16:46:34.9,0.078,0.0078,S_F_2011,10h53m23.9703s,16d46m20.7404s,227.5618,60.8417,0.003559,2.3,1067,1,1315,21,'2012-12-18,,done,3,all,,,,,,,31.91,0.0435,Cepheid,Cepheids_Riess_etal_2016,30.85415961,0.999471071,,19,31.91,0.0435,Cepheids_Riess_etal_2016,,,ref,,,,end
SN2012ij,MCG +03-30-38,PSNJ11401584+1727222,Ia-91bg,0.010998,,8,32665,'11:40:15.84,+17:27:22.2,0.073,0.0073,S_F_2011,11h40m16.094s,17d27m26.1085s,239.722789,70.94067,0.010998,SA0,3297,11,3804,32,'2012-12-29,,done,5,all,,,,,,,33.30393225,0.461341637,HF,,33.30393225,0.461341637,,4,,,ref,,,ref,,,,end
SN2012K,PGC 2065,PSNJ00343079+3024063,II,0.0203,,2,,'00:34:30.79,+30:24:06.3,0.144,0.0144,S_F_2011,0h34m29.67s,30d23m51.3348s,118.608673,-32.332403,0.01963,,5885,67,5780,71,'2012-01-08,,,5,w1 vg,,,,,,,34.56206985,0.390739894,HF,,34.56206985,0.390739894,,,,,ref,,,ref,,,,end
SN2012p,NGC 5806,,SNIIb,0.00449,PTF12os,,,15 00 00.2928,+01 53 30.075,,,,15h00m00.40880187s,1d53m28.77959479s,359.091062,50.194223,0.004493,SAB(s)b        NLAGN,1347.0,2.0,1731.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2012P,NGC 5806,,Ibc,0.004533,PTF12os,6,,'14:59:59.12,+01:53:24.4,0.136,0.0136,S_F_2011,15h00m00.432s,1d53m28.56s,359.091062,50.194223,0.004533,SAB(s)b        NLAGN,1359,5,1744,24,'2012-01-22,,done,5,,,,,,,iPTF13bvn?,31.3794348,0.813852002,HF,,31.3794348,0.813852002,,0,,,ref,,,ref,,,,end
SN2012T,NGC 5421,,Ia,0.026315,,6,,'14:01:41.69,+33:49:33.9,0.038,0.0038,S_F_2011,14h01m41.55s,33d49m30.5s,61.10063,73.47735,0.026315,0.9,7889,24,8457,34,'2012-01-26,,short,5,,,,,,,,35.1984473,0.369949234,HF,,35.1984473,0.369949234,,0,,,ref,,,ref,,,,end
SN2012V,NGC 6829,,Ia,0.010964,,11,,'19:47:10.32,+59:54:59.9,0.199,0.0199,S_F_2011,19h47m07.566s,59d54m25.55s,92.396355,16.687899,0.010964,Sb,3287,12,3602,22,'2012-01-25,,done,5,,,,,,,,33.29733604,0.462008247,HF,,33.29733604,0.462008247,,11,,,ref,,,ref,,,,end
SN2012Z,NGC 1309,,Ia-02cx,0.007125,,18,,'03:22:05.3964,-15:23:14.939,0.107,0.0107,S_F_2011,3h22m06.5558s,-15d23m59.7938s,202.201968,-53.156833,0.007125,SA(s)bc:       HII,2136,4,2063,8,'2012-01-29,,done,6,,,,,,,,32.55,0.09,Cepheid,Cepheid_Riess_etal_2009,32.36134376,0.582948726,,6,32.55,0.09,Cepheid_Riess_etal_2009,,,ref,,,,end
SN2013aa,NGC 5643,PSNJ14323388-4413278,Ia,0.003999,,26,3272432793,'14:32:33.88,-44:13:27.8,0.456,0.0456,S_F_2011,14h32m40.778s,-44d10m28.6s,321.4428064,15.0282448,0.003999,SAB(rs)c       Sy2,1199,2,1051,21,'2013-02-13,,done,3,all,,,,,,SN2017cbv,31.10743343,0.903457875,HF,,31.10743343,0.903457875,,23,,,ref,,,ref,,,,end
SN2013ab,NGC 5669,PSNJ14324449+0953123,IIP,0.004574,,24,32725,'14:32:44.49,+09:53:12.3,0.073,0.0073,S_F_2011,14h32m43.476s,9d53m25.47s,1.930886,60.556909,0.004563,SAB(rs)cd,1368,2,1851,28,'2013-02-17,,done,4,all,,,,,,,31.393768,0.809301648,HF,,31.393768,0.809301648,,6,,,ref,,,ref,,,,end
SN2013ag,A125135+2637,,Ia,0.02129,,8,32731,'12:51:35.02,+26:37:45.4,0.032,0.0032,S_F_2011,,,,,,,6389,,6970,29,'2013-03-03,,done,3,all,,,,,,,34.74050196,,HF,,34.74050196,,,5,,,ref,,,ref,,,,end
SN2013ai,NGC 2207,PSNJ06161835-2122329,IIP,0.009143,,5,32730,'06:16:18.35,-21:22:32.9,0.233,0.0233,S_F_2011,6h16m22.093s,-21d22m21.8s,228.6848904,-17.0079434,0.009143,SAB(rs)bc pec,2741,15,2774,24,'2013-03-01,,done,3,all,,,,,,,32.9028827,0.504393847,HF,,32.9028827,0.504393847,,1,,,ref,,,ref,,,,end
SN2013ak,ESO 430-G20,PSNJ08070669-2803101,II,0.003402,,18,32758,'08:07:06.69,-28:03:10.1,1.226,0.1226,S_F_2011,8h07m08.6s,-28d03m08.4s,246.26554,2.310511,0.003402,SAB(s)d?,1020,2,942,20,'2013-03-09,,done,3,all,,,,,,,30.75633838,1.040109691,HF,,30.75633838,1.040109691,,6,,,ref,,,ref,,,,end
SN2013am,NGC 3623,PSNJ11185695+1303494,II,0.002692,iPTF13aaz,12,32765;32766,'11:18:56.95,+13:03:49.4,0.067,0.0067,S_F_2011,11h18m55.957s,13d05m31.96s,241.331272,64.221721,0.002692,SAB(rs)a       LINER,807,3,572,13,'2013-03-21,,done,3,all,,,,,,,30.24770519,1.287019719,HF,,30.24770519,1.287019719,,2,,,ref,,,ref,,,,end
SN2013bs,NGC 6343,PSNJ17172203+4104002,Ia,0.027612,,11,32796,'17:17:22.03,+41:04:00.2,0.078,0.0078,S_F_2011,17h17m16.2668s,41d03m09.9009s,65.826662,34.578596,0.027612,,8278,35,8717,39,'2013-04-18,,done,4,all,,,,,,,35.30296463,0.368243589,HF,,35.30296463,0.368243589,,4,,,ref,,,ref,,,,end
SN2013bu,NGC 7331,PSNJ22370217+3424052,II,0.002722,,1,32798,'22:37:02.17,+34:24:05.2,0.245,0.0245,S_F_2011,22h37m04.102s,34d24m57.31s,93.721615,-20.7240532,0.002722,SA(s)b;HII     LINER,816,1,1052,18,'2013-04-21,,done,1,all,,,,,,,30.27178831,1.27374528,HF,,30.27178831,1.27374528,,1,,,Cepheids,,,YES,,,,end
SN2013by,ESO 138-G10,PSNJ16590243-6011418,IIn/IIL,0.003816,,19,32800,'16:59:02.43,-60:11:41.8,0.55,0,"Brown_walker_2020,S_F_2011",16h59m02.952s,-60d12m57.67s,329.426084,-10.809316,0.003816,SA(s)cd,1144,2,1059,12,'2013-04-23,,done,2,all,,,,,,,31.00546764,0.940603915,HF,,31.00546764,0.940603915,,6,,,ref,,,ref,,,,end
SN2013cg,NGC 2891,PSNJ09265677-2446596,Ia,0.007952,,12,32820,'09:26:56.77,-24:46:59.6,0.233,0.0233,S_F_2011,9h26m56.6229s,-24d46m58.7931s,254.77478,18.421799,0.007952,SA0-:,2384,16,2485,30,'2013-05-06,,done,,,,,,,,,32.59986877,0.545562672,HF,,32.59986877,0.545562672,,5,,,ref,,,ref,,,,end
SN2013cj,UGC 10685,PSNJ17045295+1255104,IIn,0.032162,,21,32822,'17:04:52.95,+12:55:10.4,0.24,0,"Brown_walker_2020,S_F_2011",17h04m50.999s,12d55m29.64s,32.914891,29.408517,0.032162,Sb,9642,10,10189,23,'2013-05-09,,done,3,UV,,,,,,,35.63417315,0.362417622,HF,,35.63417315,0.362417622,,18,,,ref,,,ref,,,,end
SN2013cs,ESO 576-G17,PSNJ13151481-1757556,Ia,0.00924,LSQ13aiz,12,32824,'13:15:14.81,-17:57:55.6,0.25,0.025,S_F_2011,13h15m12.781s,-17d58m00.67s,310.875355,44.537982,0.009243,SAB(s)d:,2771,1,2804,22,'2013-05-14,,done,2,all,highvelocity,,,,,,32.92652015,0.500800657,HF,,32.92652015,0.500800657,,8,,,ref,,,ref,,,,end
SN2013cu,LEDA 4676942,,SNIIb,0.0252,iPTF13ast,,,14 33 58.856,+40 14 22.5985,,,,,,71.264988,65.097412,0.025070  IFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2013cu,UGC 9379,PSNJ14335897+4014207,IIb,0.025,iPTF13ast,12,32816;32818,'14:33:58.97,+40:14:20.7,0.034,0.0034,S_F_2011,14h33m58.66s,40d14m40.26s,71.273067,65.100329,0.025235,Scd:,7565,42,8104,47,'2013-05-05,,done,3,all,Gal-Yam et a. 2014  Nature  509  471,,,,,,35.10738218,0.372568714,HF,,35.10738218,0.372568714,,7,,,ref,,,ref,,,,end
SN2013cv,A162243+1857,PSNJ16224316+1857356,Ia,0.035,iPTF13asv,6,32823,'16:22:43.16,+18:57:35.6,0.137,0.0137,S_F_2011,,,,,,,10493,,11059,22,'2013-05-20,,done,3,w2 /m2,Cao_paper_UV-bright_CBET3543_91Tor00cx,,,,,,35.81783588,,HF,,35.81783588,,,3,,,ref,,,ref,,,,end
SN2013df,NGC 4414,PSNJ12262933+3113383,II,0.002388,,27,32862,'12:26:29.33,+31:13:38.3,0.052,0.0052,S_F_2011,12h26m27.089s,31d13m24.76s,174.538951,83.181944,0.002388,SA(rs)c?;HII   LINER,716,6,659,10,'2013-06-07,,GI10,4,all,,,,,,,29.98790263,1.439772411,HF,,29.98790263,1.439772411,,22,,,ref,,,ref,,,,end
SN2013dh,NGC 5936,PSNJ15300109+1259129,Iax,0.013356,,13,35866,'15:30:01.09,+12:59:12.9,0.103,0.0103,S_F_2011,15h30m00.846s,12d59m21.55s,20.057623,50.377936,0.013356,SB(rs)b;LIRG   HII,4004,6,4634,30,'2013-06-12,,done,2,all,,,,,,,33.72580786,0.427778677,HF,,33.72580786,0.427778677,,1,,,ref,,,ref,,,,end
SN2013dk,NGC 4038,PSNJ12015272-1852183,Ic,0.005477,,12,35161,'12:01:52.72,-18:52:18.3,0.11,0,"Brown_walker_2020,S_F_2011",12h01m53.002s,-18d52m03.32s,286.9586941,42.4619738,0.005477,SB(s)m pec,1642,12,1702,31,'2013-06-22,,done,2,,,x,,,,,31.79020328,0.701994175,HF,,31.79020328,0.701994175,,0,,,Cepheids,,,ref,,,,end
SN2013dn,PGC 71942,PSNJ23374574+1442371,IIn,0.056185,,1,32880,'23:37:45.74,+14:42:37.1,0.208,0.0208,S_F_2011,23h37m45.6624s,14d42m24.2101s,97.558397,-44.504747,0.056185,Spiral,16844,56,16652,61,'2013-06-14,,done,1,,,,,,,,36.84556368,0.352653084,HF,,36.84556368,0.352653084,,,,,ref,,,ref,,,,end
SN2013dy,NGC 7250,PSNJ22181760+4034096,Ia,0.003889,,10,32882,'22:18:17.60,+40:34:09.6,0.412,0.0412,S_F_2011,22h18m17.776s,40d33m44.66s,93.974636,-13.544231,0.003889,Sdm?           Sbrst,1166,5,1410,20,'2013-07-10,,done,2,,,,,,,,31.497,0.0795,Cepheid,Cepheids_Riess_etal_2016,31.04683027,0.92550377,,7,31.497,0.0795,Cepheids_Riess_etal_2016,,,ref,,,,end
SN2013E,IC 2532,PSNJ10000552-3414013,Ia,0.009413,,8,32667,'10:00:05.52,-34:14:01.3,0.262,0.0262,S_F_2011,10h00m05.3755s,-34d13m41.6396s,267.048792,16.445464,0.009413,SB(rs)0/a      HII,2822,9,2871,27,'2013-01-04,,done,3,all,,,,,,,32.96612256,0.496374431,HF,,32.96612256,0.496374431,,8,,,ref,,,ref,,,,end
SN2013eh,A161609+3832,PSNJ16160919+3832530,Ia,0.034999,,14,32890,'16:16:09.19,+38:32:53.0,0.03,0,"Brown_walker_2020,S_F_2011",,,,,,,10492,27.27997943,10975,32,'2013-07-19,,done,3,,,,,,,,35.81762893,0.360300449,HF,,35.81762893,0.360300449,,0,,,ref,,,ref,,,,end
SN2013ej,NGC 628,PSNJ01364816+1545310,II,0.002192,,24,32891,'01:36:48.16,+15:45:31.0,0.16,0,"Brown_walker_2020,S_F_2011",1h36m41.772s,15d47m00.46s,138.6168285,-45.7052238,0.002192,SA(s)c         HII,657,1,725,11,'2013-07-25,,done,2,all,Valenti  S. et al. arXiv:1309.4269,,,,,,29.80116437,1.561191314,HF,,29.80116437,1.561191314,,37,,,ref,,,ref,,,,end
SN2013ek,NGC 6984,PSNJ20575390-5152245,Ib,0.015577,,7,32889,'20:57:53.90,-51:52:24.5,0.099,0.0099,S_F_2011,20h57m53.9877s,-51d52m15.0347s,346.513702,-40.296819,0.015577,SB(r)c,4670,9,4930,27,'2013-07-24,,done,3,,,,,,,,34.05992192,0.408055099,HF,,34.05992192,0.408055099,,0,,,ref,,,ref,,,,end
SN2013el,NGC 1285,PSNJ03175245-0718021,Ib,0.017475,,10,32881,'03:17:52.45,-07:18:02.1,0.147,0.0147,S_F_2011,3h17m53.414s,-7d17m51.78s,190.023751,-50.04162,0.017475,(R')SB(r)b pec,5239,7,5083,11,'2013-07-11,,done,3,all,,56423,Parker_etal_2013,https://ui.adsabs.harvard.edu/abs/2013CBET.3611....1P/abstract,just before discovery,,34.30957951,0.396284742,HF,Parker_etal_2013,34.30957951,0.396284742,,2,,,ref,,,ref,,,,end
SN2013eu,UGC 5609,PSNJ10242231+7836235,Ia,0.009266,,11,32908,'10:24:22.31,+78:36:23.5,0.066,0.0066,S_F_2011,10h24m22.214s,78d36m33.23s,131.334385,36.001857,0.009266,S?,2778,18,3104,23,'2013-08-11,,done,3,all,,,,,,,32.93199872,0.501190712,HF,,32.93199872,0.501190712,,0,,,ref,,,ref,,,,end
SN2013ex,NGC 1954,,Ia,0.010441,ASASSN-13cc,10,32920,'05:32:46.620,-14:02:45.41,0.384,0.0384,S_F_2011,5h32m48.3418s,-14d03m45.5877s,217.155182,-23.654556,0.010441,SA(rs)bc pec:,3130,5,3125,14,'2013-08-19,,done,3,all,,,,,,,33.19105921,0.471911191,HF,,33.19105921,0.471911191,,7,,,ref,,,ref,,,,end
SN2013F,IC 5325,PSNJ23284503-4119562,Ib/c,0.005013,,1,32670,'23:28:45.03,-41:19:56.2,0.055,0.0055,S_F_2011,23h28m43.4234s,-41d19m59.732s,347.684364,-67.875858,0.005013,SAB(rs)bc,1503,7,1524,12,'2013-01-05,,,5,all,,,,,,,31.59813242,0.750851204,HF,,31.59813242,0.750851204,,,,,ref,,,ref,,,,end
SN2013fn,IC 1342,PSNJ21002376-1429522,Ia,0.027,,7,32974,'21:00:23.76,-14:29:52.2,0.107,0.0107,S_F_2011,21h00m25.5329s,-14d29m44.4172s,33.825887,-35.021521,0.026975,Sc,8087,16,8272,21,'2013-09-23,,done,,,,,,,,,35.25227473,0.368716357,HF,,35.25227473,0.368716357,,1,,,ref,,,ref,,,,end
SN2013fs,J-PLUS 73147013419,,SNII,0.011855,iPTF13dqy,,,23 19 44.6931,+10 11 04.3026,,,,,,89.0397594,-46.5753850,0.017500,,5246.0,0.0,5214.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2013fs,NGC 7610,PSNJ23194467+1011045,IIn/IIP,0.0118,PTF13dqy,22,32981;32985,'23:19:44.70,+10:11:05.0,0.106,0.0106,S_F_2011,23h19m41.367s,10d11m05.93s,89.025454,-46.558208,0.011855,Scd:,3554,5,3568,18,'2013-10-07,,done,3,all,,,,,,,33.46692464,0.44697156,HF,,33.46692464,0.44697156,,17,,,ref,,,ref,,,,end
SN2013ft,NGC 7732,,SNII,0.009697,iPTF13dkk,,,23 41 35.1503,+03 43 30.3334,,,,23h41m33.852s,3d43m29.83008s,91.590080,-54.837991,0.009683,Scd pec sp,2903.0,1.0,2909.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2013fv,UGC 2789,PSNJ03361605+6734157,II,0.01,,7,32987,'03:36:16.05,+67:34:15.7,2.104,0.2104,S_F_2011,3h36m13.569s,67d33m52.72s,137.699577,9.549432,0.010457,SB?,3135,11,3262,19,'2013-10-11,,done,5,all,,,,,,,33.19452524,0.471825,HF,,33.19452524,0.471825,,0,,,ref,,,ref,,,,end
SN2013fw,NGC 7042,PSNJ21134481+1334335,Ia,0.01695,,10,33010,'21:13:44.81,+13:34:33.5,0.208,0.0208,S_F_2011,21h13m45.8883s,13d34m29.6084s,63.492251,-23.350536,0.016952,Sb,5082,9,5261,19,'2013-10-21,,done,3,all,highvelocity,,,,,,34.24351082,0.39920078,HF,,34.24351082,0.39920078,,3,,,ref,,,ref,,,,end
SN2013fy,ESO 287-G40,PSNJ21372712-4701548,Ia,0.03,,6,,'21:37:27.13,-47:01:55.6,0.065,0,"Brown_walker_2020,S_F_2011",21h37m28.1842s,-47d02m08.8331s,351.826383,-47.363254,0.030868,Ring?,9254,21,9431,29,'2013-10-25,,done,,,,,,,,,35.54498499,0.363825886,HF,,35.54498499,0.363825886,,1,,,ref,,,ref,,,,end
SN2013gd,MCG -01-10-39,PSNJ03490564-0303283,II,0.0134,,2,33035,'03:49:05.64,-03:03:28.3,0.366,0.0366,S_F_2011,3h49m05.46s,-3d03m37.95s,191.257926,-41.236267,0.013413,Sb,4021,39,3904,39,'2013-11-09,,done,3000,all,,,,,,,33.73500788,0.429841782,HF,,33.73500788,0.429841782,,1,,,ref,,,ref,,,,end
