"Name","IAUname","RA","DEC","Type","Redshift","Spectra_No"
"PTF12hwb",NULL,"338.389721","-1.162587","SN Ia","0.056","1"
"PTF12hws",NULL,"11.591094","1.123575","SN Ia","0.13","2"
"PTF12ibd",NULL,"9.760784","0.773711","SN Ia","0.1229","1"
"PTF12ibh",NULL,"11.591094","1.123575","SN Ia","0.13","2"
"PTF12ie",NULL,"129.85942","13.95817","SN Ia","0.1585","1"
"PTF12igp",NULL,"359.340756","-7.427455","SN Ia","0.17","1"
"PTF12igw",NULL,"8.49938","-6.309353","SN Ia","0.134","1"
"PTF12iiq",NULL,"42.532333","-0.265124","SN Ia","0.0291","1"
"PTF12ikt",NULL,"18.679705","0.285308","SN Ia","0.044","2"
"PTF12ilb",NULL,"359.008491","14.499782","SN Ia","0.0774","2"
"PTF12ild",NULL,"338.242472","-0.21523","SN Ia","0.17232","2"
"PTF12iqs",NULL,"44.768731","0.918575","SN Ia","0.197","1"
"PTF12irf",NULL,"30.531561","0.183752","SN Ia","0.1921","2"
"PTF12irx",NULL,"13.988175","41.625111","SN Ia","0.126","1"
"PTF12itq",NULL,"344.480742","-0.340359","SN Ia","0.22","2"
"PTF12iuh",NULL,"29.391026","-0.304823","SN Ia","0.18649","1"
"PTF12ivi",NULL,"12.567624","-0.227216","SN Ia","0.16","1"
"PTF12ixq",NULL,"43.066719","0.526021","SN Ia","0.12","1"
"PTF12izc",NULL,"355.893225","0.568654","SN Ia","0.08","2"
"PTF12jaz",NULL,"354.20909","-6.994747","SN Ia","0.13","1"
"PTF12jb",NULL,"356.53904","3.29281","SN Ia","0.115","1"
"PTF12jcp",NULL,"353.231551","36.434824","SN Ia","0.084","2"
"PTF12jfy",NULL,"341.503653","17.353039","SN Ia","0.088","2"
"PTF12jgb",NULL,"63.755992","-15.348258","SN Ia","0.028236","3"
"PTF12jge","2012et","355.66175","27.092083","SN Ia","0.025","2"
"PTF12jgg",NULL,"353.152473","26.218578","SN Ia","0.0689","1"
"PTF12jgl",NULL,"356.290611","32.33139","SN Ia","0.08","2"
"PTF12jic",NULL,"352.384615","16.426248","SN Ia","0.0406","1"
"PTF12jid",NULL,"0.874751","26.285062","SN Ia","0.1145","1"
"PTF12jma",NULL,"16.516242","24.228033","SN Ia","0.07","2"
"PTF12jmq",NULL,"338.450458","27.909073","SN Ia","0.17","1"
"PTF12jqh",NULL,"131.520184","59.695654","SN Ia","0.047","3"
"PTF12jsi",NULL,"346.736701","29.840185","SN Ia","0.07","1"
"PTF12jtw",NULL,"14.382436","36.821801","SN Ia","0.06","1"
"PTF12juu",NULL,"8.025594","34.747118","SN Ia","0.097","1"
"PTF12jvm",NULL,"120.23963","64.765525","SN Ia","0.072","2"
"PTF12jvo",NULL,"149.189463","67.83681","SN Ia","0.125","2"
"PTF12jxj",NULL,"337.973904","-4.405254","SN Ia","0.108","2"
"PTF12jxq",NULL,"114.271415","56.041942","SN Ia","0.03292","1"
"PTF12keu",NULL,"352.936432","29.616466","SN Ia","0.0741","1"
"PTF12kgt",NULL,"17.86176","33.866233","SN Ia","0.057","2"
"PTF12khh","2012cg","186.803458","9.420333","SN Ia","0.001458","32"
"PTF12kim",NULL,"355.959603","18.328608","SN Ia","0.08","2"
"PTF12kjh","2012fm","104.05579","84.08061","SN Ia","0.014","3"
"PTF12kjl",NULL,"21.756787","2.809154","SN Ia","0.0759","2"
"PTF12kkc",NULL,"106.08695","49.889211","SN Ia","0.096","2"
"PTF12kko",NULL,"8.266031","31.393224","SN Ia","0.15","2"
"PTF12klx",NULL,"53.518791","-21.8743","SN Ia","0.11","1"
"PTF12kta",NULL,"108.273627","56.661231","SN Ia","0.092","2"
"PTF12kwi",NULL,"21.518338","29.312147","SN Ia","0.104","2"
"PTF12kxp",NULL,"358.683141","34.095565","SN Ia","0.15","2"
"PTF12kxv",NULL,"5.18585","22.084263","SN Ia","0.15","2"
"PTF12lc",NULL,"116.137","39.19842","SN Ia","0.063","1"
"PTF12lcq",NULL,"70.816814","-5.360836","SN Ia","0.16","2"
"PTF12lcr",NULL,"354.924604","25.110284","SN Ia","0.1","2"
"PTF12ldo",NULL,"74.56629","-16.299724","SN Ia","0.02","1"
"PTF12ldz",NULL,"359.368335","33.69968","SN Ia","0.07","1"
"PTF12lee",NULL,"354.924604","25.110284","SN Ia","0.1","2"
"PTF12lel",NULL,"153.688123","69.137154","SN Ia","0.04","2"
"PTF12lgq","2012go","340.466053","34.968672","SN Ia","0.033","1"
"PTF12lib",NULL,"50.083199","-15.237949","SN Ia","0.1085","1"
"PTF12lic",NULL,"125.784802","60.023818","SN Ia","0.084","1"
"PTF12lie",NULL,"48.2427","-11.7111","SN Ia","0.058","13"
"PTF12lih",NULL,"113.743128","59.021643","SN Ia","0.039771","2"
"PTF12ljq",NULL,"30.450049","36.970836","SN Ia","0.249","2"
"PTF12lnr",NULL,"127.518866","63.541261","SN Ia","0.025","2"
"PTF12loq",NULL,"346.77993","32.690183","SN Ia","0.1","2"
"PTF12ltv",NULL,"120.549365","38.95021","SN Ia","0.060811","3"
"PTF12luk",NULL,"67.97297","-18.866216","SN Ia","0.095","2"
"PTF12lva",NULL,"160.612689","12.412959","SN Ia","0.09","2"
"PTF12lvg",NULL,"143.985066","22.820321","SN Ia","0.08136","2"
"PTF12lwj",NULL,"139.449131","53.034334","SN Ia","0.125","2"
"PTF12lxp",NULL,"123.281629","63.374282","SN Ia","0.038","2"
"PTF12lz",NULL,"24.320416","30.120641","SN Ia","0.07","1"
"PTF12maw",NULL,"22.5429","9.388633","SN Ia","0.056","1"
"PTF12mbp",NULL,"12.829721","36.749871","SN Ia","0.14","2"
"PTF12mby",NULL,"127.250071","54.090188","SN Ia","0.15","2"
"PTF12mch",NULL,"120.711453","72.634725","SN Ia","0.12","1"
"PTF12mcu",NULL,"23.880362","15.002867","SN Ia","0.124","1"
"PTF12mdb",NULL,"1.915514","30.688137","SN Ia","0.08","1"
"PTF12mde",NULL,"117.899487","47.237467","SN Ia","0.1","1"
"PTF12mdr",NULL,"9.042285","20.801759","SN Ia","0.1","1"
"PTF12meo",NULL,"18.874245","6.739925","SN Ia","0.13","1"
"PTF12mew",NULL,"124.528478","64.452371","SN Ia","0.11","1"
"PTF12mez",NULL,"161.329956","39.978149","SN Ia","0.11","1"
"PTF12mfg",NULL,"70.268997","-9.855482","SN Ia","0.09","1"
"PTF12mgc",NULL,"127.518303","72.399593","SN Ia","0.14","1"
"PTF12mgm",NULL,"16.097973","7.017993","SN Ia","0.035","1"
"PTF12mj",NULL,"156.43394","73.700257","SN Ia","0.069","1"
"PTF12mjh",NULL,"131.961835","51.771767","SN Ia","0.115","1"
"PTF12ml",NULL,"23.503205","-0.013041","SN Ia","0.114","1"
"PTF12mnc",NULL,"76.387348","-18.035067","SN Ia","0.1","1"
"PTF12mpc",NULL,"116.130113","77.957881","SN Ia","0.13","1"
"PTF12mqz",NULL,"156.428125","47.315935","SN Ia","0.07","1"
"PTF12mrq",NULL,"123.499845","55.678116","SN Ia","0.144","1"
"PTF12ms",NULL,"40.96483","0.59928","SN Ia","0.1147","1"
"PTF12rz",NULL,"28.034849","35.665654","SN Ia","0.117","1"
"PTF12sz",NULL,"186.715496","5.265971","SN Ia","0.11","1"
"PTF12ta",NULL,"188.760521","8.544097","SN Ia","0.02","1"
"PTF12tc",NULL,"25.446162","6.366993","SN Ia","0.082","2"
"PTF12tr",NULL,"70.036677","3.25689","SN Ia","0.089","2"
"PTF12vr",NULL,"186.775229","7.500115","SN Ia","0.14","1"
"PTF12yc",NULL,"11.295964","39.189186","SN Ia","0.17","1"
"PTF12zg",NULL,"118.587284","23.779228","SN Ia","0.12","1"
"PTF12zp",NULL,"187.546843","11.744631","SN Ia","0.09","1"
